===============================================================================
Id,,len,datetime,open,high,low,close,volume,openinterest,Strategy,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus
68,,68,1999-04-12 00:00:00,133.46875,136.40625,133.21875,136.3125,8213200.0,,Strategy,68,729856.0,Broker,68,1000.0,1000.0,BuySell,68,,,Trades - Net Profit/Loss,68,,
69,,69,1999-04-13 00:00:00,136.25,136.46875,134.5,135.4375,10071400.0,,Strategy,69,729857.0,Broker,69,1000.0,1000.0,BuySell,69,,,Trades - Net Profit/Loss,69,,
70,,70,1999-04-14 00:00:00,136.0625,136.0625,132.6875,133.15625,11551700.0,,Strategy,70,729858.0,Broker,70,1000.0,1000.0,BuySell,70,,,Trades - Net Profit/Loss,70,,
71,,71,1999-04-15 00:00:00,133.4375,133.5625,131.0,132.65625,11150000.0,,Strategy,71,729859.0,Broker,71,1000.0,1000.0,BuySell,71,,,Trades - Net Profit/Loss,71,,
72,,72,1999-04-16 00:00:00,132.90625,132.90625,131.1875,131.53125,6476200.0,,Strategy,72,729860.0,Broker,72,1000.0,1000.0,BuySell,72,,,Trades - Net Profit/Loss,72,,
73,,73,1999-04-19 00:00:00,132.6875,134.53125,128.375,129.5,12487200.0,,Strategy,73,729863.0,Broker,73,1000.0,1000.0,BuySell,73,,,Trades - Net Profit/Loss,73,,
74,,74,1999-04-20 00:00:00,129.8125,131.1875,129.0,131.125,9049600.0,,Strategy,74,729864.0,Broker,74,1000.0,1000.0,BuySell,74,,,Trades - Net Profit/Loss,74,,
75,,75,1999-04-21 00:00:00,131.0625,135.625,130.40625,134.875,5772200.0,,Strategy,75,729865.0,Broker,75,1000.0,1000.0,BuySell,75,,,Trades - Net Profit/Loss,75,,
76,,76,1999-04-22 00:00:00,135.125,136.375,134.390625,136.15625,6897400.0,,Strategy,76,729866.0,Broker,76,1000.0,1000.0,BuySell,76,,,Trades - Net Profit/Loss,76,,
77,,77,1999-04-23 00:00:00,135.875,136.75,135.0,135.8125,4593100.0,,Strategy,77,729867.0,Broker,77,1000.0,1000.0,BuySell,77,,,Trades - Net Profit/Loss,77,,
78,,78,1999-04-26 00:00:00,136.5,136.8125,135.46875,136.59375,3606500.0,,Strategy,78,729870.0,Broker,78,1000.0,1000.0,BuySell,78,,,Trades - Net Profit/Loss,78,,
79,,79,1999-04-27 00:00:00,137.125,137.5,135.84375,137.25,5147200.0,,Strategy,79,729871.0,Broker,79,1000.0,1000.0,BuySell,79,,,Trades - Net Profit/Loss,79,,
80,,80,1999-04-28 00:00:00,136.4375,137.25,135.0,135.375,5544300.0,,Strategy,80,729872.0,Broker,80,1000.0,1000.0,BuySell,80,,,Trades - Net Profit/Loss,80,,
81,,81,1999-04-29 00:00:00,135.5625,136.0625,133.8125,134.34375,9824300.0,,Strategy,81,729873.0,Broker,81,1000.0,1000.0,BuySell,81,,,Trades - Net Profit/Loss,81,,
82,,82,1999-04-30 00:00:00,135.09375,135.625,131.5,133.25,10991900.0,,Strategy,82,729874.0,Broker,82,1000.0,1000.0,BuySell,82,,,Trades - Net Profit/Loss,82,,
83,,83,1999-05-03 00:00:00,133.4375,135.84375,133.09375,135.6875,10709700.0,,Strategy,83,729877.0,Broker,83,1000.0,1000.0,BuySell,83,,,Trades - Net Profit/Loss,83,,
84,,84,1999-05-04 00:00:00,135.125,135.8125,133.125,133.75,10509300.0,,Strategy,84,729878.0,Broker,84,1000.0,1000.0,BuySell,84,,,Trades - Net Profit/Loss,84,,
85,,85,1999-05-05 00:00:00,133.9375,135.0625,131.84375,134.8125,10032300.0,,Strategy,85,729879.0,Broker,85,1000.0,1000.0,BuySell,85,,,Trades - Net Profit/Loss,85,,
86,,86,1999-05-06 00:00:00,134.4375,135.125,132.375,133.984375,13507200.0,,Strategy,86,729880.0,Broker,86,1000.0,1000.0,BuySell,86,,,Trades - Net Profit/Loss,86,,
87,,87,1999-05-07 00:00:00,134.5,135.125,133.4375,135.0,8680700.0,,Strategy,87,729881.0,Broker,87,1000.0,1000.0,BuySell,87,,,Trades - Net Profit/Loss,87,,
88,,88,1999-05-10 00:00:00,134.84375,135.71875,133.53125,134.328125,5580100.0,,Strategy,88,729884.0,Broker,88,1000.0,1000.0,BuySell,88,,,Trades - Net Profit/Loss,88,,
89,,89,1999-05-11 00:00:00,135.3125,136.875,134.71875,135.6875,7000600.0,,Strategy,89,729885.0,Broker,89,1000.0,1000.0,BuySell,89,,,Trades - Net Profit/Loss,89,,
90,,90,1999-05-12 00:00:00,135.75,137.21875,131.5,136.75,13865800.0,,Strategy,90,729886.0,Broker,90,1000.0,1000.0,BuySell,90,,,Trades - Net Profit/Loss,90,,
91,,91,1999-05-13 00:00:00,137.25,138.0,136.8125,137.34375,4485700.0,,Strategy,91,729887.0,Broker,91,1000.0,1000.0,BuySell,91,,,Trades - Net Profit/Loss,91,,
92,,92,1999-05-14 00:00:00,134.5625,135.875,133.5,133.78125,8370100.0,,Strategy,92,729888.0,Broker,92,1000.0,1000.0,BuySell,92,,,Trades - Net Profit/Loss,92,,
93,,93,1999-05-17 00:00:00,133.625,134.484375,132.375,134.1875,6268100.0,,Strategy,93,729891.0,Broker,93,1000.0,1000.0,BuySell,93,,,Trades - Net Profit/Loss,93,,
94,,94,1999-05-18 00:00:00,134.53125,134.984375,132.625,133.9375,8218600.0,,Strategy,94,729892.0,Broker,94,1000.0,1000.0,BuySell,94,,,Trades - Net Profit/Loss,94,,
95,,95,1999-05-19 00:00:00,134.46875,135.0,133.25,134.90625,5052400.0,,Strategy,95,729893.0,Broker,95,1000.0,1000.0,BuySell,95,,,Trades - Net Profit/Loss,95,,
96,,96,1999-05-20 00:00:00,135.125,135.59375,134.0625,134.09375,4670400.0,,Strategy,96,729894.0,Broker,96,1000.0,1000.0,BuySell,96,,,Trades - Net Profit/Loss,96,,
97,,97,1999-05-21 00:00:00,134.125,134.6875,132.59375,133.34375,6418200.0,,Strategy,97,729895.0,Broker,97,1000.0,1000.0,BuySell,97,,,Trades - Net Profit/Loss,97,,
98,,98,1999-05-24 00:00:00,133.84375,133.84375,130.390625,131.125,7952000.0,,Strategy,98,729898.0,Broker,98,1000.0,1000.0,BuySell,98,,,Trades - Net Profit/Loss,98,,
99,,99,1999-05-25 00:00:00,131.375,132.34375,128.4375,129.0,15406400.0,,Strategy,99,729899.0,Broker,99,1000.0,1000.0,BuySell,99,,,Trades - Net Profit/Loss,99,,
100,,100,1999-05-26 00:00:00,129.3125,131.0,128.09375,130.4375,12575900.0,,Strategy,100,729900.0,Broker,100,1000.0,1000.0,BuySell,100,,,Trades - Net Profit/Loss,100,,
101,,101,1999-05-27 00:00:00,129.84375,130.28125,128.0,128.5625,14515400.0,,Strategy,101,729901.0,Broker,101,1000.0,1000.0,BuySell,101,,,Trades - Net Profit/Loss,101,,
102,,102,1999-05-28 00:00:00,129.0,130.75,128.59375,130.203125,8748000.0,,Strategy,102,729902.0,Broker,102,1000.0,1000.0,BuySell,102,,,Trades - Net Profit/Loss,102,,
103,,103,1999-06-01 00:00:00,130.125,130.15625,128.375,129.75,6705300.0,,Strategy,103,729906.0,Broker,103,1000.0,1000.0,BuySell,103,,,Trades - Net Profit/Loss,103,,
104,,104,1999-06-02 00:00:00,129.75,130.1875,128.015625,129.875,6981900.0,,Strategy,104,729907.0,Broker,104,1000.0,1000.0,BuySell,104,,,Trades - Net Profit/Loss,104,,
105,,105,1999-06-03 00:00:00,130.6875,130.875,129.78125,130.59375,6076600.0,,Strategy,105,729908.0,Broker,105,1000.0,1000.0,BuySell,105,,,Trades - Net Profit/Loss,105,,
106,,106,1999-06-04 00:00:00,131.46875,133.359375,130.9375,133.21875,9787200.0,,Strategy,106,729909.0,Broker,106,1000.0,1000.0,BuySell,106,,,Trades - Net Profit/Loss,106,,
107,,107,1999-06-07 00:00:00,133.4375,134.1875,132.90625,133.5625,5299100.0,,Strategy,107,729912.0,Broker,107,1000.0,1000.0,BuySell,107,,,Trades - Net Profit/Loss,107,,
108,,108,1999-06-08 00:00:00,133.375,133.796875,131.59375,132.25,4895700.0,,Strategy,108,729913.0,Broker,108,1000.0,1000.0,BuySell,108,,,Trades - Net Profit/Loss,108,,
109,,109,1999-06-09 00:00:00,132.40625,133.09375,131.8125,132.125,7409700.0,,Strategy,109,729914.0,Broker,109,1000.0,1000.0,BuySell,109,,,Trades - Net Profit/Loss,109,,
110,,110,1999-06-10 00:00:00,131.4375,131.46875,129.59375,130.90625,7040700.0,,Strategy,110,729915.0,Broker,110,1000.0,1000.0,BuySell,110,,,Trades - Net Profit/Loss,110,,
111,,111,1999-06-11 00:00:00,131.21875,132.21875,129.09375,129.8125,12824800.0,,Strategy,111,729916.0,Broker,111,1000.0,1000.0,BuySell,111,,,Trades - Net Profit/Loss,111,,
112,,112,1999-06-14 00:00:00,130.6875,130.75,129.546875,129.9375,6823500.0,,Strategy,112,729919.0,Broker,112,1000.0,1000.0,BuySell,112,,,Trades - Net Profit/Loss,112,,
113,,113,1999-06-15 00:00:00,130.46875,131.65625,130.078125,130.8125,5700900.0,,Strategy,113,729920.0,Broker,113,1000.0,1000.0,BuySell,113,,,Trades - Net Profit/Loss,113,,
114,,114,1999-06-16 00:00:00,132.375,133.875,132.375,133.3125,7865800.0,,Strategy,114,729921.0,Broker,114,1000.0,1000.0,BuySell,114,,,Trades - Net Profit/Loss,114,,
115,,115,1999-06-17 00:00:00,132.875,135.5625,132.625,134.5625,8162800.0,,Strategy,115,729922.0,Broker,115,1000.0,1000.0,BuySell,115,,,Trades - Net Profit/Loss,115,,
116,,116,1999-06-18 00:00:00,134.0625,134.6875,133.375,134.3125,2875100.0,,Strategy,116,729923.0,Broker,116,1000.0,1000.0,BuySell,116,,,Trades - Net Profit/Loss,116,,
117,,117,1999-06-21 00:00:00,134.46875,135.25,133.65625,134.625,4646400.0,,Strategy,117,729926.0,Broker,117,1000.0,1000.0,BuySell,117,,,Trades - Net Profit/Loss,117,,
118,,118,1999-06-22 00:00:00,134.0,135.1875,133.5,133.6875,5862400.0,,Strategy,118,729927.0,Broker,118,1000.0,1000.0,BuySell,118,,,Trades - Net Profit/Loss,118,,
119,,119,1999-06-23 00:00:00,133.0,133.625,132.125,133.03125,9629200.0,,Strategy,119,729928.0,Broker,119,1000.0,1000.0,BuySell,119,,,Trades - Net Profit/Loss,119,,
120,,120,1999-06-24 00:00:00,132.875,132.9375,130.65625,132.03125,9176900.0,,Strategy,120,729929.0,Broker,120,1000.0,1000.0,BuySell,120,,,Trades - Net Profit/Loss,120,,
121,,121,1999-06-25 00:00:00,132.59375,133.015625,131.25,131.703125,4087000.0,,Strategy,121,729930.0,Broker,121,1000.0,1000.0,BuySell,121,,,Trades - Net Profit/Loss,121,,
122,,122,1999-06-28 00:00:00,132.6875,133.625,132.5,133.3125,5028900.0,,Strategy,122,729933.0,Broker,122,1000.0,1000.0,BuySell,122,,,Trades - Net Profit/Loss,122,,
123,,123,1999-06-29 00:00:00,133.0,135.1875,132.78125,134.5625,6956200.0,,Strategy,123,729934.0,Broker,123,1000.0,1000.0,BuySell,123,,,Trades - Net Profit/Loss,123,,
124,,124,1999-06-30 00:00:00,134.625,137.5,133.84375,137.0,16856100.0,,Strategy,124,729935.0,Broker,124,1000.0,1000.0,BuySell,124,,,Trades - Net Profit/Loss,124,,
125,,125,1999-07-01 00:00:00,137.0,138.5,136.0625,138.03125,9939500.0,,Strategy,125,729936.0,Broker,125,1000.0,1000.0,BuySell,125,,,Trades - Net Profit/Loss,125,,
126,,126,1999-07-02 00:00:00,138.125,139.5,137.90625,139.40625,3772800.0,,Strategy,126,729937.0,Broker,126,1000.0,1000.0,BuySell,126,,,Trades - Net Profit/Loss,126,,
127,,127,1999-07-06 00:00:00,139.25,140.75,138.59375,139.375,11221100.0,,Strategy,127,729941.0,Broker,127,1000.0,1000.0,BuySell,127,,,Trades - Net Profit/Loss,127,,
128,,128,1999-07-07 00:00:00,139.0625,139.71875,138.515625,139.5625,3230700.0,,Strategy,128,729942.0,Broker,128,1000.0,1000.0,BuySell,128,,,Trades - Net Profit/Loss,128,,
129,,129,1999-07-08 00:00:00,139.0625,140.625,138.75,139.671875,7101500.0,,Strategy,129,729943.0,Broker,129,1000.0,1000.0,BuySell,129,,,Trades - Net Profit/Loss,129,,
130,,130,1999-07-09 00:00:00,140.0,140.59375,139.5625,140.5,2976800.0,,Strategy,130,729944.0,Broker,130,1000.0,1000.0,BuySell,130,,,Trades - Net Profit/Loss,130,,
131,,131,1999-07-12 00:00:00,140.9375,140.9375,139.5,139.875,4436300.0,,Strategy,131,729947.0,Broker,131,1000.0,1000.0,BuySell,131,,,Trades - Net Profit/Loss,131,,
132,,132,1999-07-13 00:00:00,139.375,139.921875,138.65625,139.375,6477600.0,,Strategy,132,729948.0,Broker,132,1000.0,1000.0,BuySell,132,,,Trades - Net Profit/Loss,132,,
133,,133,1999-07-14 00:00:00,140.0,140.21875,138.75,140.15625,4382500.0,,Strategy,133,729949.0,Broker,133,1000.0,1000.0,BuySell,133,,,Trades - Net Profit/Loss,133,,
134,,134,1999-07-15 00:00:00,140.78125,141.375,140.3125,141.046875,3348600.0,,Strategy,134,729950.0,Broker,134,1000.0,1000.0,BuySell,134,,,Trades - Net Profit/Loss,134,,
135,,135,1999-07-16 00:00:00,141.25,142.15625,140.75,141.8125,2281500.0,,Strategy,135,729951.0,Broker,135,1000.0,1000.0,BuySell,135,,,Trades - Net Profit/Loss,135,,
136,,136,1999-07-19 00:00:00,142.1875,142.25,140.5625,140.875,4287000.0,,Strategy,136,729954.0,Broker,136,1000.0,1000.0,BuySell,136,,,Trades - Net Profit/Loss,136,,
137,,137,1999-07-20 00:00:00,140.125,140.40625,137.53125,137.984375,7060100.0,,Strategy,137,729955.0,Broker,137,1000.0,1000.0,BuySell,137,,,Trades - Net Profit/Loss,137,,
138,,138,1999-07-21 00:00:00,138.09375,138.90625,137.3125,137.828125,4793700.0,,Strategy,138,729956.0,Broker,138,1000.0,1000.0,BuySell,138,,,Trades - Net Profit/Loss,138,,
139,,139,1999-07-22 00:00:00,137.4375,138.0,135.46875,136.015625,7804100.0,,Strategy,139,729957.0,Broker,139,1000.0,1000.0,BuySell,139,,,Trades - Net Profit/Loss,139,,
140,,140,1999-07-23 00:00:00,136.65625,137.0,135.125,135.75,4603000.0,,Strategy,140,729958.0,Broker,140,1000.0,1000.0,BuySell,140,,,Trades - Net Profit/Loss,140,,
